Date,High,Low,Open,Close,Volume,Adj Close,Symbol,Security Name
2019-12-31,11.670000076293945,10.880000114440918,11.100000381469727,11.520000457763672,810100,11.520000457763672,ADVM,"Adverum Biotechnologies, Inc. - Common Stock"
2020-01-02,11.770000457763672,11.199999809265137,11.600000381469727,11.739999771118164,773200,11.739999771118164,ADVM,"Adverum Biotechnologies, Inc. - Common Stock"
2020-01-03,11.920000076293945,11.399999618530273,11.550000190734863,11.609999656677246,649400,11.609999656677246,ADVM,"Adverum Biotechnologies, Inc. - Common Stock"
2020-01-06,11.491999626159668,10.776000022888184,11.430000305175781,11.119999885559082,770500,11.119999885559082,ADVM,"Adverum Biotechnologies, Inc. - Common Stock"
2020-01-07,11.399999618530273,10.8100004196167,11.09000015258789,11.3100004196167,772800,11.3100004196167,ADVM,"Adverum Biotechnologies, Inc. - Common Stock"
2020-01-08,11.446000099182129,10.989999771118164,11.25,11.0600004196167,678400,11.0600004196167,ADVM,"Adverum Biotechnologies, Inc. - Common Stock"
2020-01-09,11.579999923706055,10.960000038146973,11.109999656677246,11.029999732971191,1023400,11.029999732971191,ADVM,"Adverum Biotechnologies, Inc. - Common Stock"
2020-01-10,11.470000267028809,10.960000038146973,11.100000381469727,10.984999656677246,1311300,10.984999656677246,ADVM,"Adverum Biotechnologies, Inc. - Common Stock"
2020-01-13,11.529999732971191,10.380000114440918,11.5,10.59000015258789,2092000,10.59000015258789,ADVM,"Adverum Biotechnologies, Inc. - Common Stock"
2020-01-14,11.473999977111816,10.539999961853027,10.59000015258789,11.40999984741211,1998500,11.40999984741211,ADVM,"Adverum Biotechnologies, Inc. - Common Stock"
2020-01-15,12.109999656677246,11.100000381469727,11.4399995803833,11.329999923706055,1343000,11.329999923706055,ADVM,"Adverum Biotechnologies, Inc. - Common Stock"
2020-01-16,11.869999885559082,11.420000076293945,11.520000457763672,11.699999809265137,993400,11.699999809265137,ADVM,"Adverum Biotechnologies, Inc. - Common Stock"
2020-01-17,12.180000305175781,11.460000038146973,11.9399995803833,11.720000267028809,1157700,11.720000267028809,ADVM,"Adverum Biotechnologies, Inc. - Common Stock"
2020-01-21,12.09000015258789,11.479999542236328,11.720000267028809,11.5600004196167,1001000,11.5600004196167,ADVM,"Adverum Biotechnologies, Inc. - Common Stock"
2020-01-22,12.130000114440918,11.539999961853027,11.600000381469727,11.819999694824219,644100,11.819999694824219,ADVM,"Adverum Biotechnologies, Inc. - Common Stock"
2020-01-23,11.75,11.470000267028809,11.680000305175781,11.640000343322754,1111900,11.640000343322754,ADVM,"Adverum Biotechnologies, Inc. - Common Stock"
2020-01-24,11.800000190734863,11.260000228881836,11.65999984741211,11.449999809265137,673500,11.449999809265137,ADVM,"Adverum Biotechnologies, Inc. - Common Stock"
2020-01-27,11.460000038146973,11.020000457763672,11.109999656677246,11.1899995803833,733100,11.1899995803833,ADVM,"Adverum Biotechnologies, Inc. - Common Stock"
2020-01-28,11.390000343322754,10.550000190734863,11.369999885559082,10.670000076293945,694500,10.670000076293945,ADVM,"Adverum Biotechnologies, Inc. - Common Stock"
2020-01-29,11.0,10.649999618530273,10.739999771118164,10.8100004196167,468700,10.8100004196167,ADVM,"Adverum Biotechnologies, Inc. - Common Stock"
2020-01-30,10.859999656677246,10.229999542236328,10.75,10.390000343322754,777800,10.390000343322754,ADVM,"Adverum Biotechnologies, Inc. - Common Stock"
2020-01-31,10.40999984741211,9.774999618530273,10.329999923706055,9.869999885559082,758300,9.869999885559082,ADVM,"Adverum Biotechnologies, Inc. - Common Stock"
2020-02-03,10.229999542236328,9.8149995803833,9.850000381469727,10.180000305175781,646000,10.180000305175781,ADVM,"Adverum Biotechnologies, Inc. - Common Stock"
2020-02-04,10.789999961853027,10.229999542236328,10.420000076293945,10.720000267028809,1022900,10.720000267028809,ADVM,"Adverum Biotechnologies, Inc. - Common Stock"
