Date,High,Low,Open,Close,Volume,Adj Close,Symbol,Security Name
2019-12-31,63.720001220703125,63.18000030517578,63.310001373291016,63.70000076293945,3767500.0,56.355411529541016,SO,Southern Company (The) Common Stock
2020-01-02,63.66999816894531,62.41999816894531,63.650001525878906,62.619998931884766,4675900.0,55.399940490722656,SO,Southern Company (The) Common Stock
2020-01-03,62.90999984741211,62.43000030517578,62.529998779296875,62.560001373291016,3531800.0,55.34685134887695,SO,Southern Company (The) Common Stock
2020-01-06,63.0,62.5099983215332,62.560001373291016,62.810001373291016,3507600.0,55.568031311035156,SO,Southern Company (The) Common Stock
2020-01-07,62.72999954223633,62.2400016784668,62.560001373291016,62.619998931884766,3191700.0,55.399940490722656,SO,Southern Company (The) Common Stock
2020-01-08,62.84000015258789,62.380001068115234,62.70000076293945,62.599998474121094,3413600.0,55.38224411010742,SO,Southern Company (The) Common Stock
2020-01-09,63.279998779296875,62.54999923706055,62.70000076293945,63.2599983215332,3114700.0,55.96614074707031,SO,Southern Company (The) Common Stock
2020-01-10,63.810001373291016,63.310001373291016,63.41999816894531,63.65999984741211,4427800.0,56.32002258300781,SO,Southern Company (The) Common Stock
2020-01-13,64.81999969482422,63.709999084472656,63.75,64.54000091552734,5262100.0,57.09855270385742,SO,Southern Company (The) Common Stock
2020-01-14,64.91999816894531,64.41000366210938,64.55000305175781,64.91999816894531,5153300.0,57.43474197387695,SO,Southern Company (The) Common Stock
2020-01-15,65.69999694824219,64.93000030517578,65.0,65.58000183105469,3772400.0,58.01866149902344,SO,Southern Company (The) Common Stock
2020-01-16,66.19000244140625,65.61000061035156,65.69000244140625,66.1500015258789,3145900.0,58.522926330566406,SO,Southern Company (The) Common Stock
2020-01-17,67.33000183105469,66.22000122070312,66.33999633789062,67.26000213623047,6072600.0,59.50495147705078,SO,Southern Company (The) Common Stock
2020-01-21,68.30000305175781,67.26000213623047,67.33999633789062,68.12000274658203,4546600.0,60.26579666137695,SO,Southern Company (The) Common Stock
2020-01-22,68.58000183105469,68.12999725341797,68.25,68.30000305175781,3369800.0,60.425045013427734,SO,Southern Company (The) Common Stock
