Date,High,Low,Open,Close,Volume,Adj Close,Symbol,Security Name
2020-02-20,40.095001220703125,40.040000915527344,40.060001373291016,40.095001220703125,480000.0,38.18912887573242,HCRB,Hartford Core Bond ETF
2020-02-21,40.244998931884766,40.185001373291016,40.244998931884766,40.185001373291016,200.0,38.27485275268555,HCRB,Hartford Core Bond ETF
2020-02-24,40.30099868774414,40.30099868774414,40.30099868774414,40.30099868774414,0.0,38.38533020019531,HCRB,Hartford Core Bond ETF
2020-02-25,40.340999603271484,40.340999603271484,40.340999603271484,40.340999603271484,0.0,38.42342758178711,HCRB,Hartford Core Bond ETF
2020-02-26,40.3129997253418,40.3129997253418,40.3129997253418,40.3129997253418,100.0,38.396766662597656,HCRB,Hartford Core Bond ETF
2020-02-27,40.380001068115234,40.3380012512207,40.380001068115234,40.3380012512207,300.0,38.42058181762695,HCRB,Hartford Core Bond ETF
2020-02-28,40.659000396728516,40.659000396728516,40.659000396728516,40.659000396728516,0.0,38.7263298034668,HCRB,Hartford Core Bond ETF
2020-03-02,40.56700134277344,40.56700134277344,40.56700134277344,40.56700134277344,0.0,38.63869857788086,HCRB,Hartford Core Bond ETF
2020-03-03,40.83599853515625,40.83599853515625,40.83599853515625,40.83599853515625,0.0,38.894901275634766,HCRB,Hartford Core Bond ETF
2020-03-04,40.8129997253418,40.8129997253418,40.8129997253418,40.8129997253418,0.0,38.87300109863281,HCRB,Hartford Core Bond ETF
2020-03-05,40.979000091552734,40.979000091552734,40.979000091552734,40.979000091552734,0.0,39.03110122680664,HCRB,Hartford Core Bond ETF
2020-03-06,41.28099822998047,41.28099822998047,41.28099822998047,41.28099822998047,100.0,39.318756103515625,HCRB,Hartford Core Bond ETF
2020-03-09,41.34199905395508,41.34199905395508,41.34199905395508,41.34199905395508,0.0,39.37685775756836,HCRB,Hartford Core Bond ETF
2020-03-10,40.78799819946289,40.78799819946289,40.78799819946289,40.78799819946289,0.0,38.84919357299805,HCRB,Hartford Core Bond ETF
2020-03-11,40.409000396728516,40.409000396728516,40.409000396728516,40.409000396728516,0.0,38.48820877075195,HCRB,Hartford Core Bond ETF
2020-03-12,39.92100143432617,39.92100143432617,39.92100143432617,39.92100143432617,0.0,38.02339172363281,HCRB,Hartford Core Bond ETF
2020-03-13,40.00899887084961,40.00899887084961,40.00899887084961,40.00899887084961,0.0,38.10721206665039,HCRB,Hartford Core Bond ETF
2020-03-16,40.28799819946289,40.28799819946289,40.28799819946289,40.28799819946289,0.0,38.37294006347656,HCRB,Hartford Core Bond ETF
2020-03-17,40.1349983215332,39.617000579833984,40.119998931884766,39.617000579833984,400.0,37.733848571777344,HCRB,Hartford Core Bond ETF
2020-03-18,38.75699996948242,38.75699996948242,38.75699996948242,38.75699996948242,0.0,36.91472625732422,HCRB,Hartford Core Bond ETF
2020-03-19,38.361000061035156,38.361000061035156,38.361000061035156,38.361000061035156,0.0,36.53754425048828,HCRB,Hartford Core Bond ETF
2020-03-20,38.55699920654297,38.55699920654297,38.55699920654297,38.55699920654297,0.0,36.724246978759766,HCRB,Hartford Core Bond ETF
2020-03-23,39.19200134277344,39.19200134277344,39.19200134277344,39.19200134277344,0.0,37.32905197143555,HCRB,Hartford Core Bond ETF
2020-03-24,39.13399887084961,39.13399887084961,39.13399887084961,39.13399887084961,0.0,37.2738037109375,HCRB,Hartford Core Bond ETF
2020-03-25,39.52199935913086,39.52199935913086,39.52199935913086,39.52199935913086,0.0,37.643367767333984,HCRB,Hartford Core Bond ETF
2020-03-26,39.597999572753906,39.597999572753906,39.597999572753906,39.597999572753906,0.0,37.71574783325195,HCRB,Hartford Core Bond ETF
2020-03-27,39.97999954223633,39.97999954223633,39.97999954223633,39.97999954223633,0.0,38.079586029052734,HCRB,Hartford Core Bond ETF
2020-03-30,40.03099822998047,40.03099822998047,40.03099822998047,40.03099822998047,0.0,38.196964263916016,HCRB,Hartford Core Bond ETF
2020-03-31,40.125,40.125,40.125,40.125,0.0,38.28665542602539,HCRB,Hartford Core Bond ETF
2020-04-01,40.07099914550781,40.07099914550781,40.07099914550781,40.07099914550781,0.0,38.23512268066406,HCRB,Hartford Core Bond ETF
2020-04-02,40.07099914550781,40.07099914550781,40.07099914550781,40.07099914550781,0.0,38.23512268066406,HCRB,Hartford Core Bond ETF
2020-04-03,40.124000549316406,40.124000549316406,40.124000549316406,40.124000549316406,0.0,38.285701751708984,HCRB,Hartford Core Bond ETF
2020-04-06,40.14500045776367,40.14500045776367,40.14500045776367,40.14500045776367,0.0,38.30574035644531,HCRB,Hartford Core Bond ETF
