,date,open,close,high,low,volume,code
183,2019-10-08,3.987,4.017,4.037,3.987,53195.0,600020
184,2019-10-09,3.997,4.037,4.037,3.977,71623.0,600020
185,2019-10-10,4.037,4.087,4.087,4.017,86122.0,600020
186,2019-10-11,4.087,4.107,4.107,4.057,94704.0,600020
187,2019-10-14,4.147,4.187,4.207,4.127,148391.0,600020
188,2019-10-15,4.187,4.187,4.217,4.157,108028.0,600020
189,2019-10-16,4.197,4.137,4.227,4.137,98318.0,600020
190,2019-10-17,4.157,4.167,4.197,4.137,83853.0,600020
191,2019-10-18,4.177,4.107,4.187,4.087,113429.0,600020
192,2019-10-21,4.107,4.097,4.117,4.057,68680.0,600020
193,2019-10-22,4.077,4.097,4.097,4.067,61765.0,600020
194,2019-10-23,4.087,4.057,4.097,4.047,61982.0,600020
195,2019-10-24,4.047,4.057,4.117,4.027,103632.0,600020
196,2019-10-25,4.047,4.097,4.097,4.027,93279.0,600020
197,2019-10-28,4.097,4.157,4.177,4.077,148398.0,600020
198,2019-10-29,4.187,4.117,4.197,4.117,137586.0,600020
199,2019-10-30,4.107,4.137,4.167,4.077,107641.0,600020
200,2019-10-31,4.147,4.087,4.157,4.067,111003.0,600020
201,2019-11-01,4.067,4.117,4.117,4.047,92074.0,600020
202,2019-11-04,4.117,4.137,4.167,4.107,124078.0,600020
203,2019-11-05,4.147,4.187,4.207,4.127,152999.0,600020
204,2019-11-06,4.177,4.187,4.237,4.167,172519.0,600020
205,2019-11-07,4.177,4.217,4.237,4.177,108123.0,600020
206,2019-11-08,4.237,4.177,4.257,4.167,107928.0,600020
207,2019-11-11,4.157,4.047,4.167,4.037,136348.0,600020
208,2019-11-12,4.047,4.027,4.057,3.987,87353.0,600020
209,2019-11-13,4.027,3.997,4.027,3.987,57905.0,600020
210,2019-11-14,4.007,4.007,4.037,3.987,58593.0,600020
211,2019-11-15,4.017,3.977,4.017,3.967,62108.0,600020
212,2019-11-18,3.967,3.997,4.017,3.947,66327.0,600020
213,2019-11-19,3.997,4.047,4.047,3.997,68137.0,600020
214,2019-11-20,4.037,4.007,4.047,3.987,66950.0,600020
215,2019-11-21,3.997,3.997,4.007,3.977,46105.0,600020
216,2019-11-22,4.007,3.997,4.037,3.987,73723.0,600020
217,2019-11-25,3.997,4.117,4.137,3.977,201155.0,600020
218,2019-11-26,4.107,4.107,4.147,4.067,160906.0,600020
219,2019-11-27,4.097,4.087,4.117,4.077,74414.0,600020
220,2019-11-28,4.077,4.047,4.097,4.037,76518.0,600020
221,2019-11-29,4.057,4.047,4.067,4.017,69350.0,600020
222,2019-12-02,4.047,4.037,4.067,4.027,56041.0,600020
223,2019-12-03,4.037,4.047,4.047,4.007,56064.0,600020
224,2019-12-04,4.027,4.057,4.057,4.017,67200.0,600020
225,2019-12-05,4.057,4.077,4.087,4.047,79790.0,600020
226,2019-12-06,4.077,4.087,4.087,4.057,54106.0,600020
227,2019-12-09,4.087,4.087,4.107,4.067,81971.0,600020
228,2019-12-10,4.077,4.097,4.097,4.067,79222.0,600020
229,2019-12-11,4.097,4.087,4.097,4.067,90508.0,600020
230,2019-12-12,4.087,4.047,4.087,4.047,85241.0,600020
231,2019-12-13,4.067,4.137,4.137,4.067,191081.0,600020
232,2019-12-16,4.137,4.307,4.327,4.127,363790.0,600020
233,2019-12-17,4.327,4.317,4.367,4.267,267915.0,600020
234,2019-12-18,4.317,4.277,4.347,4.257,235655.0,600020
235,2019-12-19,4.267,4.277,4.317,4.257,155436.0,600020
236,2019-12-20,4.287,4.237,4.297,4.227,126340.0,600020
237,2019-12-23,4.237,4.147,4.257,4.137,156615.0,600020
238,2019-12-24,4.147,4.197,4.217,4.147,89064.0,600020
239,2019-12-25,4.207,4.187,4.217,4.177,74305.0,600020
240,2019-12-26,4.187,4.237,4.247,4.177,93302.0,600020
241,2019-12-27,4.247,4.207,4.267,4.197,180728.0,600020
242,2019-12-30,4.207,4.297,4.337,4.207,203552.0,600020
243,2019-12-31,4.307,4.307,4.337,4.277,159497.0,600020
244,2020-01-02,4.337,4.347,4.387,4.337,243930.0,600020
245,2020-01-03,4.377,4.357,4.377,4.347,147001.0,600020
246,2020-01-06,4.327,4.347,4.397,4.307,220364.0,600020
247,2020-01-07,4.357,4.377,4.387,4.347,167159.0,600020
248,2020-01-08,4.357,4.297,4.377,4.267,264034.0,600020
249,2020-01-09,4.327,4.367,4.397,4.327,216166.0,600020
250,2020-01-10,4.377,4.447,4.497,4.377,307583.0,600020
251,2020-01-13,4.477,4.437,4.477,4.387,254478.0,600020
252,2020-01-14,4.427,4.367,4.447,4.357,230670.0,600020
253,2020-01-15,4.377,4.347,4.397,4.337,109493.0,600020
254,2020-01-16,4.367,4.317,4.377,4.317,114296.0,600020
255,2020-01-17,4.327,4.327,4.347,4.307,96429.0,600020
256,2020-01-20,4.377,4.407,4.437,4.367,236834.0,600020
257,2020-01-21,4.407,4.347,4.427,4.327,159899.0,600020
258,2020-01-22,4.307,4.317,4.337,4.267,142381.0,600020
259,2020-01-23,4.287,4.167,4.287,4.137,214617.0,600020
260,2020-02-03,3.737,3.737,3.787,3.737,214248.0,600020
261,2020-02-04,3.607,3.697,3.757,3.607,269705.0,600020
262,2020-02-05,3.717,3.747,3.777,3.687,264302.0,600020
263,2020-02-06,3.737,3.837,3.847,3.717,251315.0,600020
264,2020-02-07,3.817,3.827,3.857,3.777,198765.0,600020
265,2020-02-10,3.807,3.887,3.897,3.777,194193.0,600020
266,2020-02-11,3.897,3.907,3.977,3.867,191252.0,600020
267,2020-02-12,3.907,3.917,3.927,3.887,115658.0,600020
268,2020-02-13,3.907,3.837,3.917,3.827,170793.0,600020
269,2020-02-14,3.817,3.837,3.857,3.807,133850.0,600020
270,2020-02-17,3.777,3.877,3.877,3.737,271367.0,600020
271,2020-02-18,3.887,3.907,3.917,3.867,208906.0,600020
272,2020-02-19,3.887,3.897,3.947,3.867,216119.0,600020
273,2020-02-20,3.907,3.997,4.007,3.887,316592.0,600020
274,2020-02-21,3.977,3.977,4.047,3.967,240041.0,600020
275,2020-02-24,3.977,3.917,3.977,3.877,252687.0,600020
276,2020-02-25,3.857,3.857,3.877,3.797,249143.0,600020
277,2020-02-26,3.807,3.897,3.957,3.797,258053.0,600020
278,2020-02-27,3.897,3.897,3.937,3.887,162084.0,600020
279,2020-02-28,3.827,3.737,3.867,3.727,331002.0,600020
280,2020-03-02,3.757,3.857,3.887,3.757,224671.0,600020
281,2020-03-03,3.887,3.917,3.957,3.857,282730.0,600020
282,2020-03-04,3.887,3.997,3.997,3.867,321468.0,600020
283,2020-03-05,4.027,4.047,4.067,3.987,326797.0,600020
284,2020-03-06,3.997,4.007,4.027,3.967,278579.0,600020
285,2020-03-09,4.077,3.937,4.087,3.927,371826.0,600020
286,2020-03-10,3.877,4.047,4.057,3.837,372820.0,600020
287,2020-03-11,4.077,4.107,4.267,4.037,570663.0,600020
288,2020-03-12,4.017,3.957,4.067,3.937,319579.0,600020
289,2020-03-13,3.797,3.897,3.927,3.737,298389.0,600020
290,2020-03-16,3.927,3.797,3.937,3.797,229156.0,600020
291,2020-03-17,3.797,3.777,3.847,3.707,204205.0,600020
292,2020-03-18,3.807,3.727,3.847,3.707,177122.0,600020
293,2020-03-19,3.707,3.707,3.747,3.627,175217.0,600020
294,2020-03-20,3.727,3.757,3.757,3.687,127337.0,600020
295,2020-03-23,3.697,3.617,3.707,3.567,129545.0,600020
296,2020-03-24,3.667,3.687,3.687,3.617,108128.0,600020
297,2020-03-25,3.737,3.737,3.767,3.697,163738.0,600020
298,2020-03-26,3.717,3.677,3.737,3.667,108979.0,600020
299,2020-03-27,3.717,3.737,3.757,3.687,124489.0,600020
300,2020-03-30,3.697,3.687,3.707,3.627,95989.0,600020
