,date,open,close,high,low,volume,code
183,2019-10-08,6.64,6.53,6.68,6.51,214014.0,600029
184,2019-10-09,6.49,6.49,6.51,6.43,250677.0,600029
185,2019-10-10,6.49,6.8,6.82,6.48,555473.0,600029
186,2019-10-11,6.77,6.9,6.94,6.74,616366.0,600029
187,2019-10-14,6.98,6.94,7.02,6.88,502484.0,600029
188,2019-10-15,6.95,6.92,6.98,6.9,263801.0,600029
189,2019-10-16,6.92,6.86,6.98,6.86,297902.0,600029
190,2019-10-17,6.88,6.92,6.98,6.88,265456.0,600029
191,2019-10-18,6.99,6.75,7.0,6.73,229669.0,600029
192,2019-10-21,6.76,6.68,6.78,6.62,213167.0,600029
193,2019-10-22,6.69,6.68,6.71,6.62,224192.0,600029
194,2019-10-23,6.66,6.61,6.68,6.58,206609.0,600029
195,2019-10-24,6.61,6.61,6.63,6.55,149490.0,600029
196,2019-10-25,6.6,6.59,6.61,6.52,366005.0,600029
197,2019-10-28,6.63,6.76,6.78,6.62,396908.0,600029
198,2019-10-29,6.77,6.7,6.77,6.68,210037.0,600029
199,2019-10-30,6.69,6.64,6.72,6.59,254607.0,600029
200,2019-10-31,6.68,6.66,6.7,6.6,211613.0,600029
201,2019-11-01,6.63,6.76,6.79,6.55,347183.0,600029
202,2019-11-04,6.75,7.3,7.3,6.74,1883767.0,600029
203,2019-11-05,7.19,7.18,7.22,7.11,947210.0,600029
204,2019-11-06,7.24,6.98,7.3,6.93,1051966.0,600029
205,2019-11-07,6.99,6.97,7.01,6.89,519103.0,600029
206,2019-11-08,7.13,6.97,7.15,6.93,729461.0,600029
207,2019-11-11,6.88,6.7,6.88,6.67,553459.0,600029
208,2019-11-12,6.7,6.72,6.75,6.66,319921.0,600029
209,2019-11-13,6.68,6.68,6.7,6.63,306135.0,600029
210,2019-11-14,6.66,6.66,6.68,6.64,220967.0,600029
211,2019-11-15,6.72,6.61,6.72,6.61,274922.0,600029
212,2019-11-18,6.58,6.64,6.67,6.53,221784.0,600029
213,2019-11-19,6.62,6.69,6.69,6.58,366073.0,600029
214,2019-11-20,6.67,6.61,6.68,6.59,306174.0,600029
215,2019-11-21,6.55,6.58,6.6,6.52,265425.0,600029
216,2019-11-22,6.58,6.55,6.63,6.51,308294.0,600029
217,2019-11-25,6.54,6.71,6.73,6.52,448919.0,600029
218,2019-11-26,6.69,6.73,6.73,6.64,371695.0,600029
219,2019-11-27,6.7,6.65,6.72,6.63,187051.0,600029
220,2019-11-28,6.63,6.64,6.66,6.6,157748.0,600029
221,2019-11-29,6.62,6.61,6.64,6.57,159160.0,600029
222,2019-12-02,6.65,6.62,6.7,6.6,254440.0,600029
223,2019-12-03,6.6,6.61,6.61,6.54,155287.0,600029
224,2019-12-04,6.56,6.56,6.58,6.53,254433.0,600029
225,2019-12-05,6.6,6.59,6.62,6.55,206670.0,600029
226,2019-12-06,6.6,6.67,6.67,6.58,254005.0,600029
227,2019-12-09,6.66,6.67,6.68,6.61,255463.0,600029
228,2019-12-10,6.66,6.66,6.66,6.62,160183.0,600029
229,2019-12-11,6.66,6.75,6.85,6.65,571953.0,600029
230,2019-12-12,6.74,6.71,6.77,6.67,305586.0,600029
231,2019-12-13,6.95,6.86,6.98,6.79,1172974.0,600029
232,2019-12-16,6.82,6.87,6.87,6.78,487958.0,600029
233,2019-12-17,6.86,6.98,7.04,6.84,858899.0,600029
234,2019-12-18,6.98,6.91,7.06,6.9,442220.0,600029
235,2019-12-19,6.94,6.94,7.04,6.92,381693.0,600029
236,2019-12-20,6.95,6.95,6.98,6.91,326395.0,600029
237,2019-12-23,6.94,6.79,6.94,6.78,354320.0,600029
238,2019-12-24,6.79,6.83,6.85,6.76,204430.0,600029
239,2019-12-25,6.81,6.9,6.92,6.8,310546.0,600029
240,2019-12-26,6.93,6.93,6.94,6.87,202675.0,600029
241,2019-12-27,6.91,7.0,7.09,6.9,867699.0,600029
242,2019-12-30,7.0,7.17,7.25,6.97,773357.0,600029
243,2019-12-31,7.13,7.18,7.28,7.08,858467.0,600029
244,2020-01-02,7.27,7.28,7.34,7.22,676055.0,600029
245,2020-01-03,7.3,7.18,7.35,7.16,757360.0,600029
246,2020-01-06,7.05,6.94,7.05,6.88,1310285.0,600029
247,2020-01-07,6.97,7.05,7.07,6.95,636492.0,600029
248,2020-01-08,6.9,6.94,6.97,6.87,725097.0,600029
249,2020-01-09,7.08,7.25,7.28,7.03,1266258.0,600029
250,2020-01-10,7.25,7.18,7.38,7.16,618721.0,600029
251,2020-01-13,7.22,7.24,7.32,7.14,631718.0,600029
252,2020-01-14,7.42,7.22,7.49,7.21,820124.0,600029
